STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,TIME_PERIOD,Time,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1987,1987,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1988,1988,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1989,1989,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1990,1990,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1991,1991,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1992,1992,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1993,1993,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1994,1994,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1995,1995,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1996,1996,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1997,1997,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1998,1998,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1999,1999,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2000,2000,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2001,2001,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2002,2002,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2003,2003,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2004,2004,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2005,2005,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2006,2006,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2007,2007,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2008,2008,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2009,2009,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2010,2010,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2011,2011,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2012,2012,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2013,2013,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2014,2014,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2015,2015,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2016,2016,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2017,2017,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2018,2018,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2019,2019,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2020,2020,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2021,2021,30,,KM2,square kilometre,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2022,2022,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2023,2023,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2024,2024,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2025,2025,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2026,2026,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2027,2027,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2028,2028,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2029,2029,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2030,2030,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2031,2031,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2032,2032,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2033,2033,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2034,2034,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2035,2035,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2036,2036,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2037,2037,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2038,2038,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2039,2039,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2040,2040,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2041,2041,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2042,2042,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2043,2043,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2044,2044,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2045,2045,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2046,2046,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2047,2047,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2048,2048,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2049,2049,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2050,2050,30,,KM2,square kilometre,,,E,Estimated value,,,Value forward/backward filled.,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1950,1950,4803,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1951,1951,4977,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1952,1952,5092,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1953,1953,5219,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1954,1954,5310,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1955,1955,5381,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1956,1956,5439,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1957,1957,5481,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1958,1958,5540,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1959,1959,5597,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1960,1960,5642,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1961,1961,5688,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1962,1962,5741,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1963,1963,5795,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1964,1964,5790,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1965,1965,5754,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1966,1966,5728,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1967,1967,5693,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1968,1968,5664,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1969,1969,5677,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1970,1970,5704,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1971,1971,5728,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1972,1972,5734,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1973,1973,5726,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1974,1974,5864,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1975,1975,6154,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1976,1976,6445,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1977,1977,6726,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1978,1978,7000,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1979,1979,7229,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1980,1980,7407,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1981,1981,7564,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1982,1982,7706,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1983,1983,7829,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1984,1984,7944,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1985,1985,8088,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1986,1986,8263,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1987,1987,8415,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1988,1988,8566,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1989,1989,8703,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1990,1990,8842,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1991,1991,8973,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1992,1992,9077,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1993,1993,9166,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1994,1994,9251,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1995,1995,9322,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1996,1996,9382,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1997,1997,9444,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1998,1998,9491,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,1999,1999,9537,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2000,2000,9586,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2001,2001,9622,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2002,2002,9664,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2003,2003,9736,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2004,2004,9865,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2005,2005,9983,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2006,2006,10100,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2007,2007,10224,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2008,2008,10362,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2009,2009,10508,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2010,2010,10656,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2011,2011,10825,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2012,2012,10974,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2013,2013,11041,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2014,2014,11027,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2015,2015,11002,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2016,2016,10973,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2017,2017,10913,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2018,2018,10793,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2019,2019,10626,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2020,2020,10446,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2021,2021,10242,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2022,2022,10042,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2023,2023,9861,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2024,2024,9727,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2025,2025,9564,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2026,2026,9420,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2027,2027,9304,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2028,2028,9209,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2029,2029,9133,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2030,2030,9073,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2031,2031,9022,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2032,2032,8998,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2033,2033,8978,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2034,2034,8969,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2035,2035,8976,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2036,2036,8985,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2037,2037,9000,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2038,2038,9028,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2039,2039,9068,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2040,2040,9119,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2041,2041,9161,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2042,2042,9213,,N,units,,,E,Estimated value,Population projections,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,TV,Tuvalu,2043,2043,9279,,N,units,,,E,Estimated value,Population projections,,,
