STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CURRENCY,Currency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2012,,0.69,,PERCENT,percent,,,,,,,799981 thousands USD / 196534 persons. Converted 0.4362 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2013,,-1.11,,PERCENT,percent,,,,,,,798258 thousands USD / 198302 persons. Converted 0.4327 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2014,,1.59,,PERCENT,percent,,,,,,,818118 thousands USD / 200073 persons. Converted 0.4289 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2015,,0.05,,PERCENT,percent,,,,,,,825582 thousands USD / 201818 persons. Converted 0.3905 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2016,,4.57,,PERCENT,percent,,,,,,,870642 thousands USD / 203531 persons. Converted 0.3899 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2017,,0.33,,PERCENT,percent,,,,,,,881728 thousands USD / 205440 persons. Converted 0.3915 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2018,,0.33,,PERCENT,percent,,,,,,,894051 thousands USD / 207617 persons. Converted 0.3865 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2019,,1,,PERCENT,percent,,,,,,,912491 thousands USD / 209812 persons. Converted 0.3775 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2020,,-10.07,,PERCENT,percent,,,,,,,829037 thousands USD / 211975 persons. Converted 0.3752 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2021,,7.24,,PERCENT,percent,,,,,,,896795 thousands USD / 213808 persons. Converted 0.3912 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2022,,3.7,,PERCENT,percent,,,,,,,936394 thousands USD / 215295 persons. Converted 0.3719 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2023,,20.53,,PERCENT,percent,,,,,,,1136023 thousands USD / 216699 persons. Converted 0.3652 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WS,Samoa,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2024,,10.02,,PERCENT,percent,,,,,,,1253409 thousands USD / 217342 persons. Converted 0.3631 WST/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2005,,191113,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2006,,190669,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2007,,197690,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2008,,198122,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2009,,188352,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2010,,187776,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2011,,199678,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2012,,214929,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2013,,226258,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2014,,245437,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2015,,283229,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2016,,303301,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2017,,289957,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2018,,288220,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2019,,281942,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2020,,258991,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2021,,235753,,USD,USD,3,thousands,,,,,Estimated using ADB growth rates,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2022,,255591,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,PW,Palau,GDPC,"Gross Domestic Product, current prices",2023,,281849,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2006,,10.84,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2007,,15.78,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2008,,-4.2,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2009,,1.22,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,13.19,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,5.28,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,-1.56,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,1.42,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,7.82,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,-1.62,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,0.13,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,2.98,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,6.09,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,-1.75,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2020,,-1.98,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2021,,2.63,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2022,,7.48,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2023,,-1.28,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2006,,-1.93,,PERCENT,percent,,,,,,,Converted 0.0105 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2007,,11.39,,PERCENT,percent,,,,,,,Converted 0.0115 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2008,,9,,PERCENT,percent,,,,,,,Converted 0.0123 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2009,,-7.46,,PERCENT,percent,,,,,,,Converted 0.0117 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,-7.73,,PERCENT,percent,,,,,,,Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,2.28,,PERCENT,percent,,,,,,,Converted 0.0117 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,-8.19,,PERCENT,percent,,,,,,,Converted 0.0108 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,5.34,,PERCENT,percent,,,,,,,Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,1.96,,PERCENT,percent,,,,,,,Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,-13.15,,PERCENT,percent,,,,,,,Converted 0.0093 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,3.46,,PERCENT,percent,,,,,,,Converted 0.0093 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,6.21,,PERCENT,percent,,,,,,,Converted 0.0095 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,4.84,,PERCENT,percent,,,,,,,Converted 0.0099 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,-1.68,,PERCENT,percent,,,,,,,Converted 0.0094 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2020,,-3.5,,PERCENT,percent,,,,,,,Converted 0.0096 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2021,,5.49,,PERCENT,percent,,,,,,,Converted 0.0099 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2022,,-5.48,,PERCENT,percent,,,,,,,Converted 0.0088 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2005,,23045,,USD_POP,USD per person,,,,,,,5980941 thousands USD / 259528 persons. Converted 0.0104 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2006,,22283,,USD_POP,USD per person,,,,,,,5865752 thousands USD / 263240 persons. Converted 0.0105 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2007,,24521,,USD_POP,USD per person,,,,,,,6533932 thousands USD / 266458 persons. Converted 0.0115 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2008,,26535,,USD_POP,USD per person,,,,,,,7122192 thousands USD / 268403 persons. Converted 0.0123 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2009,,24456,,USD_POP,USD per person,,,,,,,6591160 thousands USD / 269508 persons. Converted 0.0117 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2010,,22473,,USD_POP,USD per person,,,,,,,6081435 thousands USD / 270605 persons. Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2011,,22890,,USD_POP,USD per person,,,,,,,6220282 thousands USD / 271752 persons. Converted 0.0117 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2012,,20910,,USD_POP,USD per person,,,,,,,5710554 thousands USD / 273106 persons. Converted 0.0108 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2013,,21895,,USD_POP,USD per person,,,,,,,6015767 thousands USD / 274750 persons. Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2014,,22192,,USD_POP,USD per person,,,,,,,6133849 thousands USD / 276405 persons. Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2015,,19170,,USD_POP,USD per person,,,,,,,5327152 thousands USD / 277894 persons. Converted 0.0093 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2016,,19740,,USD_POP,USD per person,,,,,,,5511347 thousands USD / 279202 persons. Converted 0.0093 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2017,,20898,,USD_POP,USD per person,,,,,,,5853853 thousands USD / 280109 persons. Converted 0.0095 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2018,,21932,,USD_POP,USD per person,,,,,,,6137347 thousands USD / 279838 persons. Converted 0.0099 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2019,,21622,,USD_POP,USD per person,,,,,,,6033935 thousands USD / 279063 persons. Converted 0.0094 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2020,,20853,,USD_POP,USD per person,,,,,,,5822794 thousands USD / 279228 persons. Converted 0.0096 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2021,,21952,,USD_POP,USD per person,,,,,,,6142732 thousands USD / 279827 persons. Converted 0.0099 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PF,French Polynesia,GDPCPC,"Gross Domestic Product per capita, current prices",2022,,20707,,USD_POP,USD per person,,,,,,,5806372 thousands USD / 280406 persons. Converted 0.0088 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPC,"Gross Domestic Product, current prices",2005,,15901,,USD,USD,3,thousands,,,,,Converted 0.7041 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPC,"Gross Domestic Product, current prices",2006,,14553,,USD,USD,3,thousands,,,,,Converted 0.6485 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPC,"Gross Domestic Product, current prices",2007,,16691,,USD,USD,3,thousands,,,,,Converted 0.7349 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPC,"Gross Domestic Product, current prices",2008,,12916,,USD,USD,3,thousands,,,,,Converted 0.7029 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPC,"Gross Domestic Product, current prices",2009,,12152,,USD,USD,3,thousands,,,,,Converted 0.6247 NZD/USD,
