STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CURRENCY,Currency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,1.05,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,17.57,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,16.47,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,4.78,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2020,,-30.43,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2021,,-12.35,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2022,,26.09,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2023,,30.67,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2006,,7.09,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2007,,6.2,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2008,,10.8,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2009,,-3.49,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,-0.86,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,8.35,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,-3.11,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,6.98,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,6.16,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,14.3,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,19.1,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,6.35,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,8.78,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,21.15,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2020,,-4.38,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TV,Tuvalu,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2021,,6.47,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2005,,17084,,NZD_POP,New Zealand Dollar per person,,,,,,,"259282 thousands NZD / 15177 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2006,,18992,,NZD_POP,New Zealand Dollar per person,,,,,,,"289680 thousands NZD / 15253 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2007,,19951,,NZD_POP,New Zealand Dollar per person,,,,,,,"310146 thousands NZD / 15545 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2008,,20726,,NZD_POP,New Zealand Dollar per person,,,,,,,"332119 thousands NZD / 16024 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2009,,19998,,NZD_POP,New Zealand Dollar per person,,,,,,,"330486 thousands NZD / 16526 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2010,,20349,,NZD_POP,New Zealand Dollar per person,,,,,,,"346399 thousands NZD / 17023 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2011,,20426,,NZD_POP,New Zealand Dollar per person,,,,,,,"357491 thousands NZD / 17502 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2012,,21054,,NZD_POP,New Zealand Dollar per person,,,,,,,"372854 thousands NZD / 17709 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2013,,20828,,NZD_POP,New Zealand Dollar per person,,,,,,,"367719 thousands NZD / 17655 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2014,,21667,,NZD_POP,New Zealand Dollar per person,,,,,,,"380856 thousands NZD / 17578 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2015,,23405,,NZD_POP,New Zealand Dollar per person,,,,,,,"409420 thousands NZD / 17493 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2016,,23807,,NZD_POP,New Zealand Dollar per person,,,,,,,"413717 thousands NZD / 17378 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2017,,28453,,NZD_POP,New Zealand Dollar per person,,,,,,,"486400 thousands NZD / 17095 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2018,,34052,,NZD_POP,New Zealand Dollar per person,,,,,,,"566497 thousands NZD / 16636 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2019,,36693,,NZD_POP,New Zealand Dollar per person,,,,,,,"593585 thousands NZD / 16177 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2020,,26317,,NZD_POP,New Zealand Dollar per person,,,,,,,"412970 thousands NZD / 15692 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2021,,23770,,NZD_POP,New Zealand Dollar per person,,,,,,,"361970 thousands NZD / 15228 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2022,,30883,,NZD_POP,New Zealand Dollar per person,,,,,,,"456390 thousands NZD / 14778 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,CK,Cook Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2023,,41770,,NZD_POP,New Zealand Dollar per person,,,,,,,"596350 thousands NZD / 14277 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2005,,2496,,USD_POP,USD per person,,,,,,,263822 thousands USD / 105707 persons. Converted 0.5147 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2006,,2760,,USD_POP,USD per person,,,,,,,293353 thousands USD / 106296 persons. Converted 0.4936 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2007,,2865,,USD_POP,USD per person,,,,,,,305877 thousands USD / 106768 persons. Converted 0.5074 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2008,,3170,,USD_POP,USD per person,,,,,,,339396 thousands USD / 107060 persons. Converted 0.5148 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2009,,3045,,USD_POP,USD per person,,,,,,,326524 thousands USD / 107248 persons. Converted 0.4915 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2010,,3456,,USD_POP,USD per person,,,,,,,371277 thousands USD / 107439 persons. Converted 0.5247 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2011,,4082,,USD_POP,USD per person,,,,,,,439265 thousands USD / 107611 persons. Converted 0.5784 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2012,,4316,,USD_POP,USD per person,,,,,,,464008 thousands USD / 107504 persons. Converted 0.5816 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2013,,4112,,USD_POP,USD per person,,,,,,,440512 thousands USD / 107116 persons. Converted 0.5638 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2014,,4048,,USD_POP,USD per person,,,,,,,431679 thousands USD / 106652 persons. Converted 0.5415 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2015,,3800,,USD_POP,USD per person,,,,,,,403260 thousands USD / 106133 persons. Converted 0.4749 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2016,,3987,,USD_POP,USD per person,,,,,,,420878 thousands USD / 105565 persons. Converted 0.4513 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2017,,4377,,USD_POP,USD per person,,,,,,,461309 thousands USD / 105391 persons. Converted 0.4533 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2018,,4544,,USD_POP,USD per person,,,,,,,479836 thousands USD / 105609 persons. Converted 0.4471 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2019,,4810,,USD_POP,USD per person,,,,,,,508439 thousands USD / 105709 persons. Converted 0.4368 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2020,,4644,,USD_POP,USD per person,,,,,,,491109 thousands USD / 105742 persons. Converted 0.4349 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2021,,4670,,USD_POP,USD per person,,,,,,,492841 thousands USD / 105525 persons. Converted 0.4415 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2022,,4168,,USD_POP,USD per person,,,,,,,437977 thousands USD / 105081 persons. Converted 0.4296 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TO,Tonga,GDPCPC,"Gross Domestic Product per capita, current prices",2023,,4858,,USD_POP,USD per person,,,,,,,508312 thousands USD / 104635 persons. Converted 0.4231 TOP/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2005,,250048,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2006,,254517,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2007,,256800,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2008,,263200,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2009,,280300,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2010,,296900,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2011,,311300,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2012,,327300,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2013,,317200,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2014,,319300,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2015,,316500,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2016,,332300,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2017,,366700,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2018,,391700,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2019,,393600,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2020,,372100,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2021,,390000,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2022,,415900,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2023,,441500,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPC,"Gross Domestic Product, current prices",2005,,4197000,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPC,"Gross Domestic Product, current prices",2006,,4213000,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPC,"Gross Domestic Product, current prices",2007,,4375000,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPC,"Gross Domestic Product, current prices",2008,,4658000,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPC,"Gross Domestic Product, current prices",2009,,4828000,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPC,"Gross Domestic Product, current prices",2010,,4949000,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPC,"Gross Domestic Product, current prices",2011,,4984000,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPC,"Gross Domestic Product, current prices",2012,,5265000,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPC,"Gross Domestic Product, current prices",2013,,5399000,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPC,"Gross Domestic Product, current prices",2014,,5610000,,USD,USD,3,thousands,,,,,,
